RotorSpeed,GeneratorSpeed,GeneratorTemperature,WindSpeed,PowerOutput
34.3,413.0,12.5,2.5,0.72
34.0,406.0,12.4,2.4,0.69
36.3,436.0,13.5,2.3,0.92
38.3,460.0,16.1,2.3,1.1
37.9,449.0,15.2,2.6,1.01
40.0,487.0,14.2,2.2,1.41
40.9,485.0,13.3,2.5,1.39
34.3,411.0,12.5,2.1,0.73
37.1,444.0,14.3,2.1,1.06
33.7,405.0,12.5,2.1,0.68
40.2,478.0,13.3,2.4,1.34
40.5,487.0,14.9,2.2,1.41
35.9,433.0,15.5,2.4,0.91
36.4,442.0,12.8,2.6,0.99
35.8,432.0,16.7,2.1,0.86
39.7,474.0,16.2,2.2,1.29
42.8,513.0,13.3,2.5,1.71
33.6,399.0,14.8,2.2,0.6
35.4,418.0,14.3,2.1,0.76
32.4,376.0,14.2,2.6,0.48
33.1,396.0,15.6,2.2,0.57
38.3,448.0,14.3,2.5,1.03
33.0,396.0,15.6,2.3,0.61
36.7,437.0,14.9,2.1,0.92
46.2,553.0,14.0,3.0,2.23
35.5,428.0,14.8,2.1,0.88
37.1,440.0,16.7,2.2,0.94
38.7,459.0,12.3,2.6,1.14
33.5,390.0,12.4,2.1,0.54
39.2,468.0,13.4,2.6,1.22
36.1,436.0,16.1,2.4,0.95
35.4,420.0,14.8,2.1,0.78
40.2,481.0,16.2,2.7,1.3
35.5,421.0,15.2,2.4,0.75
31.1,373.0,15.1,2.1,0.45
34.3,411.0,12.5,2.1,0.73
35.4,425.0,16.1,2.8,0.86
35.6,429.0,15.2,2.3,0.88
37.6,447.0,15.1,2.7,1.04
38.3,456.0,13.2,2.9,1.16
29.2,349.0,12.5,2.1,0.31
38.2,454.0,14.3,2.3,1.12
37.4,447.0,14.4,2.2,1.02
14.4,100.0,13.9,2.7,0.7
45.3,541.0,14.0,2.9,2.11
33.5,397.0,13.0,2.1,0.57
38.5,453.0,14.3,2.5,1.07
34.3,409.0,15.5,2.1,0.67
37.6,439.0,14.9,2.7,0.92
35.0,418.0,16.1,2.5,0.76
33.0,395.0,13.9,2.2,0.61
34.6,415.0,14.3,2.1,0.75
34.5,407.0,14.6,2.2,0.65
35.0,420.0,16.0,2.5,0.77
36.1,435.0,16.4,2.4,0.96
40.3,490.0,14.2,2.2,1.46
36.8,439.0,13.8,2.1,0.93
31.9,380.0,14.3,2.1,0.51
42.9,512.0,13.5,3.0,1.72
34.5,404.0,14.8,2.5,0.63
37.5,452.0,12.4,2.1,1.12
31.2,365.0,15.6,2.3,0.39
39.7,467.0,15.0,2.6,1.2
35.8,430.0,14.8,2.1,0.89
37.4,452.0,15.6,2.4,1.1
35.2,412.0,16.8,2.4,0.66
36.4,443.0,14.3,2.2,1.03
37.1,441.0,15.2,2.2,0.93
25.9,301.0,14.1,2.1,0.07
33.3,396.0,15.5,2.7,0.64
36.8,443.0,15.1,2.2,1.0
38.1,456.0,16.0,2.4,1.12
39.6,475.0,13.5,2.9,1.33
39.3,469.0,8.1,2.7,1.29
32.9,396.0,15.6,2.3,0.61
34.3,411.0,12.5,2.1,0.73
40.3,485.0,15.0,2.1,1.4
24.9,294.0,10.6,2.2,0.02
37.6,456.0,14.7,2.1,1.15
37.6,455.0,14.3,2.1,1.09
28.8,345.0,16.0,2.2,0.29
27.8,333.0,10.6,2.1,0.25
38.6,463.0,15.2,2.3,1.18
36.0,427.0,13.8,2.3,0.87
37.2,442.0,15.2,2.2,0.94
37.4,447.0,14.7,2.2,1.04
32.4,390.0,14.6,2.4,0.56
35.2,421.0,14.6,2.1,0.79
37.2,442.0,14.9,2.3,0.99
37.0,444.0,15.2,2.2,0.97
41.0,488.0,15.9,2.8,1.42
35.2,425.0,15.6,2.3,0.82
35.3,423.0,15.5,2.1,0.79
34.0,406.0,9.7,2.2,0.71
33.9,398.0,14.6,2.2,0.59
32.9,396.0,15.1,2.4,0.62
34.3,411.0,15.5,2.1,0.69
32.3,383.0,15.1,2.3,0.52
40.2,491.0,13.5,2.5,1.53
41.2,492.0,14.9,2.4,1.48
40.6,472.0,13.9,2.3,1.22
35.3,427.0,15.5,2.1,0.82
35.0,411.0,14.9,2.5,0.68
37.5,448.0,15.3,2.1,1.01
35.1,423.0,14.6,2.1,0.79
39.4,466.0,14.2,2.5,1.19
40.4,482.0,14.6,2.7,1.41
36.1,439.0,12.8,2.6,0.94
35.7,425.0,15.2,2.1,0.79
39.0,471.0,13.3,2.4,1.28
33.4,400.0,15.5,2.5,0.61
35.4,428.0,15.2,2.2,0.85
33.0,390.0,15.4,2.1,0.55
36.8,444.0,12.8,3.0,1.05
34.9,411.0,12.4,2.2,0.73
35.8,428.0,16.5,2.2,0.85
36.3,438.0,15.1,2.2,0.96
34.7,418.0,16.1,2.3,0.77
35.7,429.0,16.0,2.5,0.85
28.8,344.0,16.0,2.5,0.28
33.0,395.0,11.9,2.1,0.6
42.2,507.0,13.9,2.6,1.67
34.6,410.0,15.4,2.6,0.71
33.2,398.0,15.4,2.1,0.65
33.9,399.0,14.5,2.2,0.61
32.8,383.0,14.5,2.2,0.51
39.5,476.0,14.2,2.2,1.32
44.7,534.0,14.2,2.7,2.02
39.7,477.0,15.1,2.1,1.33
38.0,453.0,15.2,2.4,1.05
37.2,439.0,15.3,2.1,0.95
33.0,393.0,15.6,2.2,0.58
38.8,463.0,15.2,2.3,1.15
38.8,457.0,14.2,2.1,1.08
31.8,372.0,12.4,2.1,0.42
37.4,447.0,14.7,2.5,1.03
39.0,454.0,12.5,2.7,1.07
39.9,474.0,16.2,2.2,1.29
33.3,397.0,15.3,2.1,0.59
39.0,465.0,13.4,2.6,1.18
33.5,396.0,13.5,2.1,0.61
36.1,431.0,15.1,2.2,0.87
37.3,448.0,16.1,2.3,1.06
39.3,470.0,16.3,2.5,1.19
30.7,363.0,15.3,2.2,0.4
27.5,325.0,16.1,2.3,0.16
34.5,406.0,16.8,2.4,0.6
27.6,333.0,15.2,2.2,0.23
36.5,435.0,14.9,2.3,0.89
35.6,427.0,15.5,2.3,0.84
37.4,451.0,16.7,2.1,1.06
33.6,404.0,15.1,2.3,0.64
33.4,389.0,14.8,2.5,0.54
36.8,438.0,13.5,2.3,0.95
36.8,447.0,16.7,2.1,1.0
32.6,392.0,14.9,2.1,0.58
33.8,401.0,15.4,2.5,0.66
33.2,397.0,15.4,2.3,0.59
38.8,460.0,15.2,2.1,1.13
35.5,429.0,13.8,2.2,0.86
38.4,461.0,16.1,2.3,1.19
35.2,416.0,12.5,2.5,0.72
35.5,427.0,14.3,2.2,0.88
36.9,437.0,13.2,2.7,0.94
39.6,474.0,15.1,2.2,1.33
34.6,421.0,12.4,2.2,0.82
44.8,534.0,14.2,2.8,1.99
32.3,387.0,14.7,2.4,0.51
36.7,432.0,15.1,2.6,0.87
38.2,445.0,12.4,2.3,0.97
34.3,417.0,15.5,2.3,0.77
36.0,429.0,16.1,2.7,0.85
36.7,442.0,8.1,2.1,1.05
39.4,469.0,13.4,2.6,1.25
37.9,453.0,16.3,2.2,1.08
38.8,455.0,15.0,2.6,1.03
33.7,411.0,14.5,2.1,0.72
38.2,458.0,16.0,2.7,1.1
38.1,453.0,13.2,2.7,1.08
39.6,461.0,13.9,2.3,1.17
36.1,435.0,14.2,2.1,0.93
37.7,455.0,15.1,2.2,1.13
36.7,440.0,16.1,2.2,0.9
32.8,395.0,15.1,2.4,0.57
36.0,434.0,15.5,2.4,0.93
36.2,436.0,15.1,2.4,0.92
33.5,393.0,14.5,2.2,0.56
29.9,356.0,10.6,2.3,0.36
37.7,451.0,15.2,2.5,1.08
40.5,490.0,14.0,2.5,1.51
32.0,373.0,14.8,2.5,0.41
46.2,548.0,14.0,2.9,2.17
37.0,439.0,15.2,2.2,0.95
44.8,527.0,14.0,2.9,1.91
31.4,368.0,9.8,2.2,0.39
37.7,453.0,16.7,2.4,1.08
38.1,457.0,14.3,2.1,1.13
33.6,403.0,15.3,2.1,0.67
36.6,440.0,13.1,2.3,0.99
36.8,434.0,15.5,2.2,0.92
37.1,443.0,16.7,2.2,0.94
32.2,380.0,9.8,2.3,0.47
38.3,461.0,16.4,2.5,1.14
36.9,446.0,13.6,2.2,1.02
32.5,390.0,13.0,2.1,0.55
33.3,400.0,13.9,2.3,0.63
32.9,392.0,15.6,2.2,0.59
33.3,395.0,14.8,2.2,0.6
34.8,421.0,15.1,2.2,0.82
35.9,428.0,12.2,2.2,0.86
37.2,449.0,15.1,2.2,1.04
39.7,459.0,13.5,2.4,1.15
36.1,440.0,13.8,2.2,1.01
39.2,467.0,15.9,2.5,1.19
39.9,464.0,12.5,2.6,1.17
36.9,443.0,15.1,2.2,1.0
32.5,387.0,9.8,2.3,0.53
31.5,370.0,15.6,2.4,0.41
36.4,440.0,16.7,2.1,0.94
37.2,452.0,14.3,2.1,1.07
38.6,463.0,16.1,2.3,1.21
36.5,432.0,16.6,2.2,0.87
33.2,394.0,15.3,2.1,0.58
38.0,448.0,15.3,2.1,1.03
20.3,213.0,14.1,3.0,0.07
37.8,454.0,16.7,2.4,1.1
35.7,428.0,16.1,2.5,0.85
40.3,477.0,16.2,2.7,1.29
32.5,386.0,13.0,2.3,0.51
36.6,430.0,15.2,2.1,0.87
39.3,481.0,13.3,2.3,1.39
38.7,457.0,16.0,2.3,1.09
35.5,425.0,14.9,2.4,0.82
34.9,419.0,16.1,2.1,0.76
35.5,419.0,13.2,2.3,0.78
37.4,448.0,14.7,2.5,1.05
37.1,435.0,12.4,2.6,0.9
32.3,381.0,15.6,2.4,0.43
37.6,448.0,16.1,2.3,0.98
32.5,387.0,9.8,2.3,0.51
34.6,399.0,16.1,2.4,0.54
34.2,406.0,15.2,2.1,0.69
42.2,500.0,13.5,2.6,1.54
36.8,432.0,14.3,2.3,0.85
25.5,294.0,14.1,2.1,0.04
37.5,451.0,8.1,2.1,1.11
39.8,481.0,16.0,2.6,1.4
38.2,463.0,13.6,2.3,1.19
36.6,439.0,13.8,2.1,0.92
29.1,349.0,12.5,2.1,0.3
29.5,353.0,10.6,2.4,0.28
38.1,457.0,16.0,2.7,1.11
27.7,332.0,15.2,2.2,0.24
36.5,437.0,16.8,2.5,0.93
35.7,419.0,12.4,2.6,0.76
34.7,418.0,14.9,2.3,0.76
37.1,451.0,14.3,2.2,1.08
38.9,463.0,16.2,2.4,1.15
36.0,430.0,16.1,2.7,0.86
32.8,394.0,13.9,2.2,0.59
43.0,511.0,13.3,2.5,1.73
32.9,395.0,15.6,2.2,0.58
38.2,448.0,12.5,2.7,1.0
38.2,456.0,16.0,2.4,1.13
43.0,513.0,13.3,2.5,1.73
37.4,454.0,16.0,2.4,1.09
37.8,454.0,14.3,2.2,1.08
37.6,455.0,13.6,2.8,1.1
36.4,429.0,8.1,2.3,0.87
40.0,472.0,15.0,2.6,1.25
35.4,424.0,14.1,2.1,0.82
35.1,418.0,15.2,2.2,0.76
39.0,468.0,12.5,2.6,1.25
39.2,466.0,16.3,2.5,1.18
37.9,453.0,15.2,2.5,1.07
33.4,404.0,14.9,2.2,0.65
32.4,385.0,13.0,2.3,0.48
43.9,531.0,14.2,2.7,1.98
33.1,392.0,14.8,2.2,0.6
42.4,506.0,13.9,2.6,1.68
34.9,416.0,14.9,2.1,0.75
39.1,461.0,16.1,2.5,1.12
33.6,403.0,13.1,2.3,0.69
39.1,466.0,13.4,2.6,1.19
33.1,394.0,11.9,2.1,0.6
38.3,459.0,16.0,2.7,1.09
37.3,444.0,13.2,2.7,1.0
32.0,377.0,9.8,2.3,0.45
38.4,463.0,8.0,2.3,1.25
43.9,517.0,13.6,2.7,1.82
32.7,393.0,12.1,2.2,0.6
35.7,425.0,14.9,2.5,0.82
31.7,372.0,15.3,2.2,0.44
32.9,394.0,15.1,2.3,0.56
32.5,388.0,15.9,2.1,0.55
32.8,393.0,15.1,2.3,0.58
38.0,456.0,16.2,2.2,1.12
37.2,440.0,13.9,2.3,0.93
37.2,453.0,16.0,2.2,1.12
37.9,445.0,12.4,2.6,1.03
34.1,393.0,14.9,2.2,0.54
38.7,454.0,16.1,2.5,0.99
34.0,409.0,14.9,2.2,0.71
37.5,449.0,14.7,2.5,1.07
27.7,331.0,15.2,2.1,0.21
38.5,459.0,16.2,2.3,1.1
46.5,555.0,14.0,2.7,2.28
34.8,415.0,13.2,2.3,0.76
34.1,414.0,15.5,2.3,0.75
33.6,402.0,15.2,2.1,0.67
38.0,450.0,15.6,2.4,1.06
37.1,437.0,13.3,2.4,0.91
38.4,458.0,15.6,2.2,1.1
26.1,311.0,15.1,2.2,0.12
34.9,410.0,13.4,2.1,0.68
35.6,414.0,14.9,2.7,0.68
33.9,404.0,12.4,2.4,0.66
32.0,381.0,15.1,2.1,0.5
37.0,440.0,14.2,2.3,0.96
41.1,493.0,14.9,2.4,1.51
37.4,441.0,16.0,2.5,0.98
35.7,436.0,12.8,2.6,0.92
42.4,511.0,13.3,2.5,1.74
35.0,422.0,15.1,2.2,0.84
32.8,392.0,10.6,2.1,0.55
37.1,446.0,12.8,3.0,1.07
43.4,515.0,13.3,2.6,1.77
37.4,446.0,13.5,2.7,1.04
38.2,456.0,13.2,2.9,1.14
41.8,509.0,14.2,2.3,1.74
33.9,396.0,15.6,2.1,0.55
36.4,434.0,15.1,2.1,0.9
36.6,440.0,14.3,2.1,0.95
38.5,454.0,12.3,2.6,1.12
33.7,403.0,15.3,2.2,0.66
37.4,442.0,13.5,2.5,0.98
40.8,490.0,16.0,2.8,1.48
35.8,428.0,15.6,2.1,0.86
37.5,452.0,15.5,2.2,1.11
38.1,457.0,14.3,2.1,1.13
33.7,401.0,15.5,2.5,0.63
36.3,436.0,14.3,2.1,0.95
37.4,428.0,14.3,2.3,0.9
42.0,501.0,14.9,2.4,1.57
39.7,481.0,12.7,3.0,1.43
31.7,376.0,14.3,2.1,0.45
42.4,506.0,13.5,2.7,1.63
36.8,444.0,15.5,2.4,1.05
33.0,397.0,15.4,2.1,0.58
37.1,449.0,13.2,2.3,1.05
36.8,438.0,14.2,2.3,0.96
39.7,479.0,15.1,2.1,1.33
27.7,331.0,10.6,2.1,0.22
29.5,355.0,10.5,2.2,0.34
37.9,454.0,16.4,2.2,1.06
36.6,435.0,14.3,2.1,0.91
33.2,401.0,14.9,2.2,0.64
35.4,428.0,15.1,2.3,0.89
34.2,403.0,14.6,2.2,0.61
36.5,436.0,13.2,2.4,0.93
38.2,459.0,16.1,2.3,1.12
38.9,456.0,13.7,2.7,1.06
35.0,419.0,16.1,2.5,0.78
32.9,393.0,15.6,2.2,0.58
38.1,450.0,16.6,2.5,0.98
38.7,452.0,12.4,2.7,1.03
39.1,467.0,16.1,2.4,1.22
31.1,374.0,12.2,2.1,0.42
37.8,447.0,15.6,2.4,1.01
38.0,456.0,15.5,2.2,1.12
40.8,483.0,14.9,2.5,1.37
38.3,455.0,16.0,2.7,1.07
40.3,485.0,14.9,2.1,1.42
38.3,461.0,16.1,2.3,1.14
31.9,383.0,15.1,2.1,0.51
37.7,462.0,14.0,2.4,1.21
33.2,397.0,15.3,2.1,0.64
36.6,434.0,15.0,2.1,0.9
37.6,456.0,16.4,2.4,1.1
26.8,314.0,14.1,2.1,0.1
37.6,449.0,14.7,2.5,1.09
33.1,399.0,14.0,2.2,0.65
35.8,430.0,16.6,2.3,0.92
36.5,434.0,15.7,2.2,0.9
36.9,437.0,12.5,2.4,0.93
38.1,455.0,14.3,2.3,1.11
34.0,407.0,16.5,2.2,0.67
41.0,486.0,12.6,3.0,1.42
37.7,451.0,14.5,2.3,1.07
38.5,464.0,14.2,2.1,1.2
38.7,458.0,13.4,2.7,1.15
39.2,472.0,15.1,2.3,1.28
38.5,461.0,16.3,2.5,1.17
29.0,351.0,10.5,2.1,0.28
31.8,374.0,15.6,2.1,0.38
37.4,452.0,14.3,2.2,1.06
30.7,372.0,13.0,2.3,0.49
32.2,380.0,15.3,2.3,0.47
33.9,409.0,15.5,2.1,0.68
34.1,407.0,15.2,2.1,0.69
32.4,390.0,14.7,2.4,0.56
39.0,472.0,14.6,2.5,1.26
37.8,449.0,14.7,2.1,1.01
42.8,515.0,13.8,2.9,1.73
38.8,464.0,16.2,2.3,1.18
38.7,466.0,12.5,2.6,1.23
40.7,489.0,14.9,2.2,1.46
36.2,433.0,14.3,2.1,0.9
32.9,390.0,15.3,2.2,0.52
35.6,421.0,12.2,2.2,0.77
32.7,392.0,15.2,2.1,0.59
36.8,437.0,15.2,2.1,0.89
25.8,306.0,15.0,2.2,0.09
35.1,422.0,15.2,2.2,0.85
37.8,454.0,14.3,2.2,1.1
39.9,475.0,13.4,2.6,1.3
45.3,538.0,14.0,2.8,2.05
35.3,416.0,15.5,2.7,0.73
36.3,438.0,16.1,2.5,0.95
35.7,422.0,14.3,2.1,0.8
38.1,455.0,12.4,2.3,1.15
39.4,471.0,16.3,2.3,1.26
37.4,453.0,14.7,2.1,1.11
35.2,421.0,14.6,2.1,0.78
38.4,460.0,13.3,2.2,1.15
31.1,375.0,9.9,2.1,0.47
40.3,490.0,13.3,2.3,1.5
44.5,533.0,14.2,2.6,1.98
32.6,391.0,12.2,2.2,0.6
42.2,499.0,13.3,2.7,1.54
35.5,421.0,14.5,2.2,0.81
27.7,331.0,16.1,2.3,0.18
42.2,513.0,13.5,2.6,1.79
34.7,414.0,14.5,2.1,0.77
37.8,455.0,13.6,2.8,1.13
35.4,420.0,14.3,2.1,0.78
32.9,392.0,14.8,2.2,0.59
37.9,454.0,15.6,2.3,1.11
36.4,448.0,13.3,2.1,1.06
44.9,536.0,14.2,2.8,2.03
38.1,453.0,15.2,2.4,1.05
37.5,440.0,12.4,2.6,0.97
37.5,450.0,13.3,2.4,1.07
39.4,473.0,14.2,2.2,1.33
40.2,485.0,16.0,2.8,1.43
33.7,402.0,15.3,2.2,0.65
37.3,447.0,14.7,2.2,1.02
34.4,403.0,15.6,2.1,0.59
37.0,449.0,16.1,2.4,1.03
39.4,471.0,16.2,2.2,1.27
37.8,452.0,16.2,2.1,1.1
36.9,444.0,14.3,2.1,1.04
39.2,474.0,14.6,2.5,1.31
35.4,425.0,16.1,2.5,0.85
40.4,488.0,10.4,2.4,1.47
25.0,293.0,6.9,2.4,0.06
41.8,504.0,8.8,3.3,1.66
40.4,468.0,10.5,2.5,1.23
31.4,380.0,9.6,2.1,0.5
41.7,505.0,10.3,2.7,1.59
37.4,453.0,10.5,2.5,1.1
41.3,491.0,10.0,2.7,1.48
26.1,304.0,6.9,2.4,0.11
6.2,81.0,8.6,2.8,0.02
42.2,503.0,10.3,2.7,1.63
46.1,548.0,10.5,2.9,2.15
48.0,572.0,10.6,3.6,2.5
45.3,542.0,10.5,3.1,2.1
35.0,416.0,9.8,2.4,0.76
44.8,537.0,8.8,3.7,2.08
38.4,468.0,10.5,2.6,1.24
27.6,330.0,7.0,2.1,0.21
37.3,458.0,8.8,2.5,1.19
31.0,366.0,8.2,2.3,0.42
49.8,588.0,10.6,3.4,2.72
23.6,283.0,7.8,2.1,0.02
29.5,348.0,9.7,2.4,0.3
38.5,458.0,9.9,2.6,1.08
4.8,58.0,8.6,2.3,0.02
30.9,363.0,9.7,2.4,0.38
5.0,63.0,10.6,3.8,0.02
13.8,236.0,10.6,5.1,0.06
27.6,327.0,6.9,2.1,0.19
40.6,482.0,10.0,3.0,1.38
42.0,506.0,10.3,2.7,1.62
36.6,449.0,8.8,2.5,1.13
37.6,449.0,9.9,2.7,1.07
44.3,514.0,10.6,3.3,1.63
46.3,548.0,10.5,3.3,2.17
31.1,368.0,8.2,2.3,0.43
39.9,482.0,8.8,3.6,1.41
23.6,283.0,7.8,2.1,0.04
42.8,520.0,8.8,3.5,1.84
35.2,417.0,9.8,2.5,0.79
39.6,479.0,10.5,2.6,1.39
41.9,499.0,10.2,2.7,1.6
39.3,545.0,10.6,3.5,0.88
42.3,503.0,10.3,2.7,1.64
35.1,396.0,8.8,4.1,0.56
45.2,538.0,8.8,3.6,2.05
23.6,279.0,7.8,2.1,0.03
45.0,538.0,8.8,3.6,2.08
41.4,479.0,10.5,3.2,1.32
37.5,458.0,10.5,2.5,1.13
42.0,500.0,10.2,2.7,1.63
25.2,255.0,8.8,4.3,0.02
36.8,436.0,9.9,2.5,0.9
40.4,490.0,8.8,3.6,1.53
43.6,510.0,8.8,4.2,1.67
45.8,545.0,10.5,2.9,2.12
31.6,387.0,8.8,2.2,0.58
35.6,425.0,9.9,2.5,0.85
32.0,377.0,9.7,2.2,0.43
44.4,528.0,8.8,3.9,1.96
32.9,401.0,8.8,2.2,0.64
41.5,497.0,10.1,2.8,1.52
7.2,99.0,10.6,4.9,0.02
31.6,370.0,9.7,2.2,0.42
46.7,552.0,10.5,3.6,2.24
37.2,441.0,9.9,2.5,0.91
31.9,377.0,9.6,2.4,0.48
42.0,500.0,10.2,2.7,1.64
43.8,529.0,8.8,3.3,1.96
32.1,386.0,9.6,2.3,0.5
39.8,474.0,10.1,2.8,1.27
44.7,535.0,8.8,3.7,2.08
36.1,428.0,9.9,2.5,0.88
32.2,381.0,9.6,2.4,0.52
32.0,386.0,9.6,2.1,0.49
10.1,156.0,10.6,5.1,0.03
32.2,387.0,9.6,2.3,0.5
17.3,289.0,10.6,5.2,0.11
39.6,475.0,8.8,3.1,1.31
6.8,93.0,8.6,2.8,0.02
41.5,496.0,10.1,2.8,1.52
41.4,498.0,8.8,3.6,1.62
32.3,385.0,9.6,2.3,0.52
24.6,288.0,6.9,2.4,0.05
43.9,514.0,8.8,3.9,1.75
34.1,403.0,9.7,2.1,0.6
39.2,466.0,9.9,2.6,1.18
40.3,481.0,10.1,3.0,1.39
45.2,537.0,8.8,3.6,2.02
41.4,501.0,10.3,2.7,1.57
40.1,487.0,8.8,3.6,1.47
45.5,543.0,10.5,3.1,2.11
48.0,586.0,10.6,3.5,2.48
5.7,72.0,8.6,2.8,0.02
27.7,331.0,7.0,2.1,0.21
4.0,47.0,8.6,2.3,0.02
7.6,105.0,8.6,2.8,0.02
31.4,346.0,8.8,4.1,0.26
32.3,387.0,9.6,2.3,0.51
30.6,360.0,8.2,2.3,0.36
31.3,367.0,9.7,2.2,0.41
38.9,471.0,8.8,3.1,1.28
41.6,497.0,10.1,2.7,1.53
6.1,78.0,10.6,4.4,0.02
41.5,477.0,8.8,4.1,1.29
32.8,491.0,10.6,3.5,0.51
38.0,462.0,8.8,2.5,1.23
37.6,449.0,9.9,2.8,1.0
46.5,550.0,10.5,3.3,2.2
42.3,516.0,8.8,3.5,1.79
30.0,327.0,8.8,4.2,0.19
30.5,372.0,9.6,2.1,0.47
39.4,467.0,9.9,2.6,1.23
41.8,507.0,8.8,3.3,1.69
37.9,453.0,9.9,2.7,1.09
31.1,371.0,8.2,2.3,0.42
8.7,131.0,10.6,5.1,0.02
41.5,493.0,10.0,2.7,1.51
31.0,377.0,9.6,2.1,0.49
40.2,484.0,10.4,2.5,1.44
35.8,426.0,9.9,2.5,0.87
13.7,86.0,6.0,2.6,1.06
14.5,142.0,6.0,2.6,0.23
42.0,511.0,8.8,3.3,1.73
36.2,413.0,8.8,4.1,0.68
33.2,405.0,8.8,2.2,0.66
39.4,460.0,10.5,2.5,1.15
40.0,476.0,10.1,2.7,1.29
42.2,507.0,10.3,2.7,1.63
4.8,59.0,10.6,3.8,0.01
36.0,441.0,8.8,2.5,1.05
3.7,43.0,8.6,2.2,0.01
44.6,531.0,8.8,3.7,1.98
37.9,462.0,10.5,2.5,1.18
36.4,433.0,9.9,2.5,0.88
27.7,329.0,6.9,2.1,0.19
6.7,87.0,10.6,4.4,0.02
21.6,350.0,10.6,4.0,0.18
31.0,371.0,8.2,2.3,0.41
48.1,572.0,10.6,3.6,2.53
24.2,286.0,6.9,2.4,0.03
30.1,355.0,9.7,2.4,0.36
5.2,65.0,8.6,2.3,0.02
37.6,449.0,9.9,2.8,1.03
42.3,506.0,10.3,2.7,1.64
35.5,421.0,9.9,2.5,0.82
44.8,533.0,8.8,3.7,2.0
34.9,415.0,9.8,2.4,0.73
32.3,381.0,9.7,2.2,0.45
48.3,573.0,10.6,3.6,2.57
40.1,483.0,10.4,2.5,1.44
44.5,533.0,8.8,3.7,2.08
39.2,476.0,10.5,2.6,1.35
45.1,535.0,8.8,3.6,2.01
34.0,381.0,8.8,4.1,0.45
40.8,484.0,10.0,3.0,1.4
39.5,469.0,9.9,2.8,1.27
28.4,307.0,8.8,4.2,0.12
30.5,358.0,9.7,2.4,0.37
38.9,463.0,9.9,2.6,1.13
30.8,362.0,8.2,2.3,0.39
47.8,565.0,10.6,3.8,2.4
45.1,541.0,10.5,3.1,2.11
41.7,500.0,8.8,3.4,1.64
26.7,280.0,8.8,4.3,0.07
45.3,539.0,10.6,3.6,2.05
37.3,426.0,8.8,3.7,0.79
38.6,467.0,8.8,3.1,1.27
40.0,480.0,10.5,2.5,1.42
40.2,481.0,10.1,2.7,1.38
32.7,367.0,8.8,4.1,0.34
37.5,444.0,9.9,2.8,0.95
41.9,498.0,10.2,2.7,1.57
15.2,160.0,6.0,2.4,0.08
30.8,365.0,9.6,2.4,0.37
42.8,496.0,8.8,4.2,1.51
34.5,408.0,9.8,2.1,0.65
48.7,576.0,10.6,3.4,2.6
38.8,475.0,10.5,2.6,1.3
44.9,576.0,10.6,3.5,1.51
39.4,451.0,8.8,3.9,1.07
40.4,482.0,10.0,3.0,1.38
41.8,502.0,8.8,3.4,1.65
4.4,53.0,8.6,2.3,0.02
11.7,194.0,10.6,5.1,0.04
25.3,297.0,6.9,2.4,0.05
41.5,495.0,10.1,2.8,1.51
32.3,383.0,9.6,2.3,0.52
39.4,473.0,8.8,3.1,1.3
40.9,493.0,8.8,3.6,1.57
48.0,567.0,10.6,3.8,2.45
49.2,581.0,10.6,3.4,2.66
39.8,477.0,8.8,3.1,1.31
25.7,301.0,6.9,2.4,0.08
27.7,331.0,7.0,2.1,0.23
44.3,525.0,8.8,3.9,1.93
45.9,545.0,10.5,2.9,2.14
33.7,398.0,9.7,2.1,0.56
23.7,282.0,7.8,2.1,0.05
41.0,488.0,10.0,2.7,1.44
44.0,529.0,8.8,3.3,2.0
47.1,555.0,10.6,3.6,2.29
34.8,412.0,9.8,2.4,0.69
43.4,501.0,10.5,3.2,1.53
49.6,591.0,10.6,3.5,2.8
44.9,535.0,8.8,3.6,2.01
43.3,504.0,8.8,4.2,1.59
31.5,371.0,9.6,2.4,0.44
40.5,463.0,8.8,3.9,1.18
45.2,530.0,10.6,3.3,1.87
41.8,498.0,10.2,2.7,1.55
45.4,534.0,10.6,3.6,1.98
40.5,491.0,10.4,2.4,1.49
5.5,69.0,10.6,4.4,0.02
42.3,489.0,10.5,3.2,1.44
47.4,560.0,10.6,3.6,2.34
41.6,494.0,10.1,2.7,1.52
44.2,522.0,8.8,3.9,1.88
38.4,439.0,8.8,3.7,0.94
39.7,477.0,8.8,3.1,1.33
23.7,283.0,7.8,2.1,0.03
44.1,520.0,8.8,3.9,1.82
38.3,456.0,10.5,2.5,1.1
40.1,479.0,10.1,2.7,1.34
8.0,114.0,10.6,4.9,0.02
41.0,498.0,10.3,2.7,1.55
40.3,487.0,10.4,2.4,1.45
32.8,386.0,9.7,2.2,0.48
3.5,40.0,8.6,2.2,0.01
39.6,471.0,9.9,2.8,1.27
26.7,428.0,10.6,4.0,0.3
13.9,120.0,6.0,2.6,0.5
42.2,489.0,8.8,4.1,1.43
37.7,451.0,9.9,2.7,1.08
33.2,392.0,9.7,2.1,0.51
38.1,456.0,9.9,2.7,1.08
32.0,393.0,8.8,2.2,0.6
35.4,436.0,8.8,2.5,0.99
31.7,384.0,9.6,2.1,0.5
39.8,481.0,8.8,3.6,1.36
37.7,454.0,10.5,2.5,1.08
43.3,526.0,8.8,3.5,1.91
45.1,539.0,10.5,3.6,2.1
